Isolate	Species.Predicted	ST	aspA	glnA	gltA	glyA	pgm	tkt	uncA	Resistance	Host.Group	Genus	Species	Strain	Assembly.Accession	Isolation.Country	Geographic.Group	Collection.Year	Collection.Date	Host.Common.Name
GCA_019297005.1	campylobacter	982	2	1	2	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	TW16694-2	GCA_019297005.1	USA	North America	2012	41187	Human
GCA_019297015.1	campylobacter	-	2	1	12	3	2	~1	~5	1	Human	Campylobacter	Campylobacter jejuni	TW16695-2	GCA_019297015.1	USA	North America	2012	41190	Human
GCA_019297045.1	campylobacter	464	24	2	2	2	10	3	1	1	Human	Campylobacter	Campylobacter jejuni	TW16706-1	GCA_019297045.1	USA	North America	2012	41213	Human
GCA_019297065.1	campylobacter	939	7	2	5	2	156	3	6	0	Human	Campylobacter	Campylobacter jejuni	TW16702-1	GCA_019297065.1	USA	North America	2012	41207	Human
GCA_019297075.1	campylobacter	-	~1	1	2	83	2	3	6	0	Human	Campylobacter	Campylobacter jejuni	TW16707-1	GCA_019297075.1	USA	North America	NA	NA	Human
GCA_019297105.1	campylobacter	353	7	17	5	2	10	3	6	0	Human	Campylobacter	Campylobacter jejuni	TW16709-2	GCA_019297105.1	USA	North America	NA	NA	Human
GCA_019297125.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	TW16720-2	GCA_019297125.1	USA	North America	2012	41243	Human
GCA_019297145.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	TW16723-1	GCA_019297145.1	USA	North America	2012	41249	Human
GCA_019297165.1	campylobacter	467	3	1	5	84	11	11	6	0	Human	Campylobacter	Campylobacter jejuni	TW16724-1	GCA_019297165.1	USA	North America	NA	NA	Human
GCA_019297175.1	campylobacter	353	7	17	5	2	10	3	6	0	Human	Campylobacter	Campylobacter jejuni	TW16719-2	GCA_019297175.1	USA	North America	2012	41235	Human
GCA_019297205.1	campylobacter	45	4	7	10	4	1	7	1	0	Human	Campylobacter	Campylobacter jejuni	TW16725-2	GCA_019297205.1	USA	North America	2012	41250	Human
GCA_019297225.1	campylobacter	3510	7	17	5	2	13	3	6	1	Human	Campylobacter	Campylobacter jejuni	TW16727-1	GCA_019297225.1	USA	North America	2012	41251	Human
GCA_019297245.1	campylobacter	48	2	4	1	2	7	1	5	0	Human	Campylobacter	Campylobacter jejuni	TW16728-2	GCA_019297245.1	USA	North America	2012	41257	Human
GCA_019297285.1	campylobacter	-	2	1	12	~3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	TW16733-1	GCA_019297285.1	USA	North America	NA	NA	Human
GCA_019297325.1	campylobacter	7010	296	34	27	33	697	545	213	1	Human	Campylobacter	Campylobacter jejuni	TW16735-2	GCA_019297325.1	USA	North America	2012	41259	Human
GCA_019423325.1	-	-								0	Human	Campylobacter	Campylobacter sp.	HRGM_Genome_2089	GCA_019423325.1	South Korea	Asia	2019	2019	Human
GCA_019551015.1	campylobacter	1628	33	39	30	79	104	206	17	1	NA	Campylobacter	Campylobacter coli	CAN10	GCA_019551015.1	Japan	Asia	2013	41618	NA
GCA_019611615.1	campylobacter_nonjejuni_3	-		1		1	78	37	NA	1	Nonhuman Mammal	Campylobacter	Campylobacter lari	SC1371	GCA_019611615.1	New Zealand	Oceania	2019	43469	Sheep
GCA_019613235.1	campylobacter_nonjejuni_3	-		1		1	~166	2	NA	1	Nonhuman Mammal	Campylobacter	Campylobacter lari	SC1208	GCA_019613235.1	New Zealand	Oceania	2018	43448	Sheep
GCA_019616225.1	campylobacter_nonjejuni_3	-		1		1	~166	2	NA	1	Nonhuman Mammal	Campylobacter	Campylobacter lari	SC1375	GCA_019616225.1	New Zealand	Oceania	2019	43469	Sheep
GCA_019616285.1	campylobacter_nonjejuni_3	-		1		1	~166	2	NA	1	Nonhuman Mammal	Campylobacter	Campylobacter lari	SC1373	GCA_019616285.1	New Zealand	Oceania	2019	43469	Sheep
GCA_019622585.1	campylobacter_nonjejuni_3	-		~4		~3	~6	~19	NA	1	Human	Campylobacter	Campylobacter peloridis	SC0731	GCA_019622585.1	New Zealand	Oceania	2018	43364	Human
GCA_019622665.1	campylobacter_nonjejuni_3	-		29		25	30	~149	NA	0	Human	Campylobacter	Campylobacter lari	SC0720	GCA_019622665.1	New Zealand	Oceania	2018	43364	Human
GCA_019623485.1	campylobacter_nonjejuni_3	-		~33		~3	~6	~19	NA	1	Human	Campylobacter	Campylobacter peloridis	SC0630	GCA_019623485.1	New Zealand	Oceania	2018	43343	Human
GCA_019627435.1	campylobacter_nonjejuni_3	-		1		1	~166	2	NA	1	Human	Campylobacter	Campylobacter lari	SC0622	GCA_019627435.1	New Zealand	Oceania	2018	43343	Human
GCA_019629485.1	campylobacter_nonjejuni_4	-	45	33		9		1	NA	0	Human	Campylobacter	Campylobacter upsaliensis	SC0444	GCA_019629485.1	New Zealand	Oceania	2018	43294	Human
GCA_019630405.1	campylobacter_nonjejuni_3	-		1		1	~166	2	NA	1	Nonhuman Mammal	Campylobacter	Campylobacter lari	SC0386	GCA_019630405.1	New Zealand	Oceania	2018	43273	Sheep
GCA_019632345.1	campylobacter_nonjejuni_3	27		1		1	55	33	NA	1	Avian	Campylobacter	Campylobacter lari	SC0602	GCA_019632345.1	New Zealand	Oceania	2018	43326	Chicken
GCA_019632985.1	campylobacter_nonjejuni_3	-		1		1	5	2	NA	1	Human	Campylobacter	Campylobacter lari	SC0505	GCA_019632985.1	New Zealand	Oceania	2018	43315	Human
GCA_019702925.1	-	-								0	Avian	Campylobacter	Campylobacter sp. 19-13652	19-13652	GCA_019702925.1	Italy	Europe	2019	43717	Pheasant
GCA_019754215.1	campylobacter	50	2	1	12	3	2	1	5	0	NA	Campylobacter	Campylobacter jejuni	NCTC12658	GCA_019754215.1	United Kingdom	Europe	NA	NA	NA
GCA_019839235.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090005	GCA_019839235.1	China	Asia	2019	43725	Human
GCA_019839235.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090005	GCA_019839235.1	China	Asia	2019	43725	Human
GCA_019839265.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090004	GCA_019839265.1	China	Asia	2019	43725	Human
GCA_019839265.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090004	GCA_019839265.1	China	Asia	2019	43725	Human
GCA_019839285.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090003	GCA_019839285.1	China	Asia	2019	43725	Human
GCA_019839285.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090003	GCA_019839285.1	China	Asia	2019	43725	Human
GCA_019839305.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090002	GCA_019839305.1	China	Asia	2019	43725	Human
GCA_019839305.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090002	GCA_019839305.1	China	Asia	2019	43725	Human
GCA_019839325.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090001	GCA_019839325.1	China	Asia	2019	43725	Human
GCA_019839325.1	campylobacter	8941	1	2	42	450	10	3	59	1	Human	Campylobacter	Campylobacter jejuni	DPCJ_19090001	GCA_019839325.1	China	Asia	2019	43725	Human
GCA_019930865.1	campylobacter	1826	33	38	30	79	104	43	36	0	NA	Campylobacter	Campylobacter coli	Not applicable	GCA_019930865.1	Germany	Europe	NA	NA	NA
GCA_019930865.1	campylobacter	1826	33	38	30	79	104	43	36	0	NA	Campylobacter	Campylobacter coli	Not applicable	GCA_019930865.1	Germany	Europe	NA	NA	NA
GCA_019930865.1	campylobacter	1826	33	38	30	79	104	43	36	0	NA	Campylobacter	Campylobacter coli	FDAARGOS_1466	GCA_019930865.1	Germany	Europe	NA	NA	NA
GCA_019930865.1	campylobacter	1826	33	38	30	79	104	43	36	0	NA	Campylobacter	Campylobacter coli	Not applicable	GCA_019930865.1	Germany	Europe	NA	NA	NA
GCA_019930865.1	campylobacter	1826	33	38	30	79	104	43	36	0	NA	Campylobacter	Campylobacter coli	Not applicable	GCA_019930865.1	Germany	Europe	NA	NA	NA
GCA_019930945.1	-	-								0	NA	Campylobacter	Campylobacter hominis	Not applicable	GCA_019930945.1	Germany	Europe	NA	NA	NA
GCA_019930945.1	-	-								0	NA	Campylobacter	Campylobacter hominis	Not applicable	GCA_019930945.1	Germany	Europe	NA	NA	NA
GCA_019930945.1	-	-								0	NA	Campylobacter	Campylobacter hominis	Not applicable	GCA_019930945.1	Germany	Europe	NA	NA	NA
GCA_019930945.1	-	-								0	NA	Campylobacter	Campylobacter hominis	FDAARGOS_1467	GCA_019930945.1	Germany	Europe	NA	NA	NA
GCA_019930945.1	-	-								0	NA	Campylobacter	Campylobacter hominis	Not applicable	GCA_019930945.1	Germany	Europe	NA	NA	NA
GCA_019930985.1	campylobacter	901	33	39	30	79	104	43	41	1	NA	Campylobacter	Campylobacter coli	Not applicable	GCA_019930985.1	Germany	Europe	NA	NA	NA
GCA_019930985.1	campylobacter	901	33	39	30	79	104	43	41	1	NA	Campylobacter	Campylobacter coli	FDAARGOS_1465	GCA_019930985.1	Germany	Europe	NA	NA	NA
GCA_019930985.1	campylobacter	901	33	39	30	79	104	43	41	1	NA	Campylobacter	Campylobacter coli	Not applicable	GCA_019930985.1	Germany	Europe	NA	NA	NA
GCA_019930985.1	campylobacter	901	33	39	30	79	104	43	41	1	NA	Campylobacter	Campylobacter coli	Not applicable	GCA_019930985.1	Germany	Europe	NA	NA	NA
GCA_019930985.1	campylobacter	901	33	39	30	79	104	43	41	1	NA	Campylobacter	Campylobacter coli	Not applicable	GCA_019930985.1	Germany	Europe	NA	NA	NA
GCA_019967875.1	campylobacter	3753	33	176	30	82	104	43	17	1	Avian	Campylobacter	Campylobacter coli	C203016	GCA_019967875.1	China	Asia	2020	2020	Chicken
GCA_019967875.1	campylobacter	3753	33	176	30	82	104	43	17	1	Avian	Campylobacter	Campylobacter coli	C203016	GCA_019967875.1	China	Asia	2020	2020	Chicken
GCA_019967875.1	campylobacter	3753	33	176	30	82	104	43	17	1	Avian	Campylobacter	Campylobacter coli	C203016	GCA_019967875.1	China	Asia	2020	2020	Chicken
GCA_019967875.1	campylobacter	3753	33	176	30	82	104	43	17	1	Avian	Campylobacter	Campylobacter coli	C203016	GCA_019967875.1	China	Asia	2020	2020	Chicken
GCA_019967875.1	campylobacter	3753	33	176	30	82	104	43	17	1	Avian	Campylobacter	Campylobacter coli	C203016	GCA_019967875.1	China	Asia	2020	2020	Chicken
GCA_020042445.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203018	GCA_020042445.1	China	Asia	2020	2020	NA
GCA_020042445.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203018	GCA_020042445.1	China	Asia	2020	2020	NA
GCA_020042445.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203018	GCA_020042445.1	China	Asia	2020	2020	NA
GCA_020042445.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203018	GCA_020042445.1	China	Asia	2020	2020	NA
GCA_020042445.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203018	GCA_020042445.1	China	Asia	2020	2020	NA
GCA_020042525.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203110	GCA_020042525.1	China	Asia	2020	2020	NA
GCA_020042525.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203110	GCA_020042525.1	China	Asia	2020	2020	NA
GCA_020042525.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203110	GCA_020042525.1	China	Asia	2020	2020	NA
GCA_020042525.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203110	GCA_020042525.1	China	Asia	2020	2020	NA
GCA_020042525.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203110	GCA_020042525.1	China	Asia	2020	2020	NA
GCA_020042585.1	campylobacter	825	33	39	30	82	113	47	17	1	NA	Campylobacter	Campylobacter coli	C203112	GCA_020042585.1	China	Asia	2020	2020	NA
GCA_020042585.1	campylobacter	825	33	39	30	82	113	47	17	1	NA	Campylobacter	Campylobacter coli	C203112	GCA_020042585.1	China	Asia	2020	2020	NA
GCA_020042585.1	campylobacter	825	33	39	30	82	113	47	17	1	NA	Campylobacter	Campylobacter coli	C203112	GCA_020042585.1	China	Asia	2020	2020	NA
GCA_020042585.1	campylobacter	825	33	39	30	82	113	47	17	1	NA	Campylobacter	Campylobacter coli	C203112	GCA_020042585.1	China	Asia	2020	2020	NA
GCA_020042585.1	campylobacter	825	33	39	30	82	113	47	17	1	NA	Campylobacter	Campylobacter coli	C203112	GCA_020042585.1	China	Asia	2020	2020	NA
GCA_020042605.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203115	GCA_020042605.1	China	Asia	2020	2020	NA
GCA_020042605.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203115	GCA_020042605.1	China	Asia	2020	2020	NA
GCA_020042605.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203115	GCA_020042605.1	China	Asia	2020	2020	NA
GCA_020042605.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203115	GCA_020042605.1	China	Asia	2020	2020	NA
GCA_020042605.1	campylobacter	3753	33	176	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	C203115	GCA_020042605.1	China	Asia	2020	2020	NA
GCA_020137545.1	campylobacter	2031	9	17	5	10	11	3	3	1	Human	Campylobacter	Campylobacter jejuni	SH-CJD11C680	GCA_020137545.1	China	Asia	2011	40725	Human
GCA_020137545.1	campylobacter	2031	9	17	5	10	11	3	3	1	Human	Campylobacter	Campylobacter jejuni	SH-CJD11C680	GCA_020137545.1	China	Asia	2011	40725	Human
GCA_020137725.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L280	GCA_020137725.1	Canada	North America	NA	NA	NA
GCA_020137725.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L280	GCA_020137725.1	Canada	North America	NA	NA	NA
GCA_020137735.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L283	GCA_020137735.1	Canada	North America	NA	NA	NA
GCA_020137735.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L283	GCA_020137735.1	Canada	North America	NA	NA	NA
GCA_020137925.1	campylobacter	829	33	39	30	82	113	43	17	1	Human	Campylobacter	Campylobacter coli	ZJ2013CCHB2-45	GCA_020137925.1	China	Asia	2013	41456	Human
GCA_020137925.1	campylobacter	829	33	39	30	82	113	43	17	1	Human	Campylobacter	Campylobacter coli	ZJ2013CCHB2-45	GCA_020137925.1	China	Asia	2013	41456	Human
GCA_020137935.1	campylobacter	464	24	2	2	2	10	3	1	1	Human	Campylobacter	Campylobacter jejuni	SHCJD10C26	GCA_020137935.1	China	Asia	2010	40360	Human
GCA_020137935.1	campylobacter	464	24	2	2	2	10	3	1	1	Human	Campylobacter	Campylobacter jejuni	SHCJD10C26	GCA_020137935.1	China	Asia	2010	40360	Human
GCA_020137965.1	campylobacter	5	7	2	5	2	10	3	6	1	Human	Campylobacter	Campylobacter jejuni	BJ-CJD55	GCA_020137965.1	China	Asia	2003	2003-07	Human
GCA_020137975.1	campylobacter	6184	32	39	30	82	113	43	17	1	NA	Campylobacter	Campylobacter coli	ZJ2013-CCHB2-49	GCA_020137975.1	China	Asia	2013	41456	NA
GCA_020137975.1	campylobacter	6184	32	39	30	82	113	43	17	1	NA	Campylobacter	Campylobacter coli	ZJ2013-CCHB2-49	GCA_020137975.1	China	Asia	2013	41456	NA
GCA_020138005.1	campylobacter	2036	7	17	52	10	11	3	6	1	NA	Campylobacter	Campylobacter jejuni	ZJ2013CJHC31	GCA_020138005.1	China	Asia	2013	2013-07	NA
GCA_020138005.1	campylobacter	2036	7	17	52	10	11	3	6	1	NA	Campylobacter	Campylobacter jejuni	ZJ2013CJHC31	GCA_020138005.1	China	Asia	2013	2013-07	NA
GCA_020138015.1	campylobacter	3906	24	2	2	2	156	3	1	1	NA	Campylobacter	Campylobacter jejuni	BJ-CJH18	GCA_020138015.1	China	Asia	2009	2009-07	NA
GCA_020138015.1	campylobacter	3906	24	2	2	2	156	3	1	1	NA	Campylobacter	Campylobacter jejuni	BJ-CJH18	GCA_020138015.1	China	Asia	2009	2009-07	NA
GCA_020138035.1	campylobacter	760	2	1	52	3	2	100	5	1	NA	Campylobacter	Campylobacter jejuni	BJ-CJH23	GCA_020138035.1	China	Asia	2009	2009-07	NA
GCA_020138035.1	campylobacter	760	2	1	52	3	2	100	5	1	NA	Campylobacter	Campylobacter jejuni	BJ-CJH23	GCA_020138035.1	China	Asia	2009	2009-07	NA
GCA_020138045.1	campylobacter	22	1	3	6	4	3	3	3	1	Human	Campylobacter	Campylobacter jejuni	SH-CJD11C664	GCA_020138045.1	China	Asia	2011	2011-07	Human
GCA_020138095.1	campylobacter	2842	9	2	5	2	11	3	6	1	NA	Campylobacter	Campylobacter jejuni	ZJ2013CJHC2-1	GCA_020138095.1	China	Asia	2013	2013-07	NA
GCA_020138095.1	campylobacter	2842	9	2	5	2	11	3	6	1	NA	Campylobacter	Campylobacter jejuni	ZJ2013CJHC2-1	GCA_020138095.1	China	Asia	2013	2013-07	NA
GCA_020138175.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L281	GCA_020138175.1	Canada	North America	NA	NA	NA
GCA_020138175.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L281	GCA_020138175.1	Canada	North America	NA	NA	NA
GCA_020138235.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L277	GCA_020138235.1	Canada	North America	NA	NA	NA
GCA_020138235.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L277	GCA_020138235.1	Canada	North America	NA	NA	NA
GCA_020138255.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L279	GCA_020138255.1	Canada	North America	NA	NA	NA
GCA_020138255.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L279	GCA_020138255.1	Canada	North America	NA	NA	NA
GCA_020138275.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L268	GCA_020138275.1	Canada	North America	NA	NA	NA
GCA_020138275.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L268	GCA_020138275.1	Canada	North America	NA	NA	NA
GCA_020138305.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L267	GCA_020138305.1	Canada	North America	2004	2004	NA
GCA_020138305.1	-	-								0	NA	Campylobacter	Campylobacter canadensis	L267	GCA_020138305.1	Canada	North America	2004	2004	NA
GCA_020143005.1	campylobacter	9262	1	27	89	19	10	5	593	0	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P2527	GCA_020143005.1	USA	North America	2013	2013-05	Rhesus macaque
GCA_020143005.1	campylobacter	9262	1	27	89	19	10	5	593	0	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P2527	GCA_020143005.1	USA	North America	2013	2013-05	Rhesus macaque
GCA_020143025.1	campylobacter	403	10	27	16	19	10	5	7	0	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4606	GCA_020143025.1	USA	North America	2011	2011-04	Rhesus macaque
GCA_020143025.1	campylobacter	403	10	27	16	19	10	5	7	0	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4606	GCA_020143025.1	USA	North America	2011	2011-04	Rhesus macaque
GCA_020143045.1	campylobacter	2866	200	6	61	176	40	180	224	1	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4605	GCA_020143045.1	USA	North America	2011	2011-04	Rhesus macaque
GCA_020143045.1	campylobacter	2866	200	6	61	176	40	180	224	1	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4605	GCA_020143045.1	USA	North America	2011	2011-04	Rhesus macaque
GCA_020143055.1	campylobacter	-	33	39	30	82	~104	35	17	0	Nonhuman Mammal	Campylobacter	Campylobacter coli	P2524	GCA_020143055.1	USA	North America	2013	2013-05	Rhesus macaque
GCA_020143055.1	campylobacter	-	33	39	30	82	~104	35	17	0	Nonhuman Mammal	Campylobacter	Campylobacter coli	P2524	GCA_020143055.1	USA	North America	2013	2013-05	Rhesus macaque
GCA_020143085.2	campylobacter	1055	33	39	30	82	104	47	17	0	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4581	GCA_020143085.2	USA	North America	2011	2011-04	Rhesus macaque
GCA_020143105.1	campylobacter	854	33	38	30	82	104	43	17	1	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4550	GCA_020143105.1	USA	North America	2011	2011-03	Rhesus macaque
GCA_020143105.1	campylobacter	854	33	38	30	82	104	43	17	1	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4550	GCA_020143105.1	USA	North America	2011	2011-03	Rhesus macaque
GCA_020143125.1	campylobacter	11656	10	27	16	19	10	890	7	1	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4578	GCA_020143125.1	USA	North America	2011	2011-04	Rhesus macaque
GCA_020143125.1	campylobacter	11656	10	27	16	19	10	890	7	1	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4578	GCA_020143125.1	USA	North America	2011	2011-04	Rhesus macaque
GCA_020143145.1	campylobacter	854	33	38	30	82	104	43	17	1	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4544	GCA_020143145.1	USA	North America	2011	2011-03	Rhesus macaque
GCA_020143145.1	campylobacter	854	33	38	30	82	104	43	17	1	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4544	GCA_020143145.1	USA	North America	2011	2011-03	Rhesus macaque
GCA_020143155.1	campylobacter	-	1	21	2	3	~378	5	6	1	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4549	GCA_020143155.1	USA	North America	2011	2011-03	Rhesus macaque
GCA_020143155.2	campylobacter	-	1	21	2	3	~378	5	6	1	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4549	GCA_020143155.2	USA	North America	2011	2011-03	Rhesus macaque
GCA_020143185.1	campylobacter	854	33	38	30	82	104	43	17	1	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4527	GCA_020143185.1	USA	North America	2011	2011-02	Rhesus macaque
GCA_020143185.1	campylobacter	854	33	38	30	82	104	43	17	1	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4527	GCA_020143185.1	USA	North America	2011	2011-02	Rhesus macaque
GCA_020143195.1	campylobacter	-	24	27	89	19	10	5	593	0	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4543	GCA_020143195.1	USA	North America	2011	2011-03	Rhesus macaque
GCA_020143195.1	campylobacter	-	24	27	89	19	10	5	593	0	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	P4543	GCA_020143195.1	USA	North America	2011	2011-03	Rhesus macaque
GCA_020143235.1	campylobacter	-	10	39	30	82	104	214	17	1	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4523	GCA_020143235.1	USA	North America	2011	2011-02	Rhesus macaque
GCA_020143235.1	campylobacter	-	10	39	30	82	104	214	17	1	Nonhuman Mammal	Campylobacter	Campylobacter coli	P4523	GCA_020143235.1	USA	North America	2011	2011-02	Rhesus macaque
